run_id,name,start_date,elapsed_time,count,avg_time,calories
16074560652,Push-Ups Workout • Free Goal,2025-10-08 20:23:48+00:00,43,61,0.68,19.33
16074971091,Push-Ups Workout • Free Goal,2025-10-08 21:09:14+00:00,35,51,0.65,16.16
16075026729,Push-Ups Workout • Free Goal,2025-10-08 21:15:14+00:00,45,62,0.71,19.65
16075066223,Push-Ups Workout • Free Goal,2025-10-08 21:19:49+00:00,43,50,0.83,15.84
16090694249,Push-Ups Workout • Free Goal,2025-10-10 06:27:54+00:00,40,52,0.76,16.48
16096202268,Push-Ups Workout • Free Goal,2025-10-10 21:19:21+00:00,22,30,0.66,9.51
16096234367,Push-Ups Workout • Free Goal,2025-10-10 21:41:12+00:00,21,31,0.65,9.82
16096263527,Push-Ups Workout • Free Goal,2025-10-10 21:44:49+00:00,22,30,0.65,9.51
16096270754,Push-Ups Workout • Free Goal,2025-10-10 21:48:18+00:00,36,50,0.68,15.84
16096285882,Push-Ups Workout • Free Goal,2025-10-10 21:50:06+00:00,24,30,0.7,9.51
16100284850,Push-Ups Workout • Free Goal,2025-10-11 06:47:45+00:00,51,70,0.7,22.18
16118132495,Push-Ups Workout • Free Goal,2025-10-12 21:29:00+00:00,38,50,0.74,15.84
16122348845,Push-Ups Workout • Free Goal,2025-10-13 06:11:54+00:00,39,51,0.72,16.16
16122559726,Push-Ups Workout • Free Goal,2025-10-13 06:55:55+00:00,37,51,0.69,16.16
16126884715,Push-Ups Workout • Free Goal,2025-10-13 20:31:45+00:00,32,41,0.7,12.99
16126978944,Push-Ups Workout • Free Goal,2025-10-13 20:43:32+00:00,38,51,0.7,16.16
16132362777,Push-Ups Workout • Free Goal,2025-10-14 06:29:46+00:00,47,55,0.81,17.43
16132516269,Push-Ups Workout • Free Goal,2025-10-14 06:50:35+00:00,35,46,0.72,14.58
16138066106,Push-Ups Workout • Free Goal,2025-10-14 21:11:41+00:00,20,26,0.7,8.24
16138094965,Push-Ups Workout • Free Goal,2025-10-14 21:15:00+00:00,20,23,0.81,7.29
16143688016,Push-Ups Workout • Free Goal,2025-10-15 06:52:29+00:00,44,60,0.69,19.01
16143772566,Push-Ups Workout • Free Goal,2025-10-15 06:57:22+00:00,30,40,0.69,12.68
16143779230,Push-Ups Workout • Free Goal,2025-10-15 07:04:07+00:00,35,50,0.65,15.84
16149618324,Push-Ups Workout • Free Goal,2025-10-15 21:50:50+00:00,35,51,0.64,16.16
16154538323,Push-Ups Workout • Free Goal,2025-10-16 06:32:51+00:00,36,50,0.67,15.84
16154550999,Push-Ups Workout • Free Goal,2025-10-16 06:33:58+00:00,35,40,0.81,12.68
16154579254,Push-Ups Workout • Free Goal,2025-10-16 06:38:00+00:00,33,40,0.78,12.68
16154618994,Push-Ups Workout • Free Goal,2025-10-16 06:43:08+00:00,37,45,0.79,14.26
16159438930,Push-Ups Workout • Free Goal,2025-10-16 19:58:19+00:00,42,60,0.66,19.01
16159598327,Push-Ups Workout • Free Goal,2025-10-16 20:13:34+00:00,40,41,0.86,12.99
16159666340,Push-Ups Workout • Free Goal,2025-10-16 20:23:34+00:00,46,44,0.97,13.94
16159806472,Push-Ups Workout • Free Goal,2025-10-16 20:40:04+00:00,31,30,0.98,9.51
16165173995,Push-Ups Workout • Free Goal,2025-10-17 06:48:20+00:00,39,50,0.74,15.84
16165229990,Push-Ups Workout • Free Goal,2025-10-17 06:56:22+00:00,22,26,0.77,8.24
16165238597,Push-Ups Workout • Free Goal,2025-10-17 06:57:38+00:00,23,27,0.74,8.56
16179556421,Push-Ups Workout • Free Goal,2025-10-18 19:16:24+00:00,31,41,0.72,12.99
16179603950,Push-Ups Workout • Free Goal,2025-10-18 19:20:54+00:00,32,40,0.75,12.68
16181083924,Push-Ups Workout • Free Goal,2025-10-18 21:26:56+00:00,39,50,0.73,15.84
16205957449,Push-Ups Workout • Free Goal,2025-10-21 06:32:53+00:00,16,21,0.7,6.65
16205968191,Push-Ups Workout • Free Goal,2025-10-21 06:34:11+00:00,16,20,0.7,6.34
16205972363,Push-Ups Workout • Free Goal,2025-10-21 06:34:43+00:00,18,21,0.75,6.65
16205978180,Push-Ups Workout • Free Goal,2025-10-21 06:35:29+00:00,17,20,0.76,6.34
16205987157,Push-Ups Workout • Free Goal,2025-10-21 06:36:38+00:00,17,20,0.76,6.34
16211651466,Push-Ups Workout • Free Goal,2025-10-21 21:17:42+00:00,773,80,0.78,25.35
16211657885,Push-Ups Workout • Free Goal,2025-10-21 21:31:06+00:00,15,21,0.59,6.65
16216634692,Push-Ups Workout • Free Goal,2025-10-22 06:18:43+00:00,16,20,0.75,6.34
16216804043,Push-Ups Workout • Free Goal,2025-10-22 06:39:02+00:00,17,21,0.69,6.65
16216826577,Push-Ups Workout • Free Goal,2025-10-22 06:41:56+00:00,18,21,0.79,6.65
16216842481,Push-Ups Workout • Free Goal,2025-10-22 06:43:26+00:00,48,41,0.81,12.99
16216897187,Push-Ups Workout • Free Goal,2025-10-22 06:50:33+00:00,49,41,0.79,12.99
16216909772,Push-Ups Workout • Free Goal,2025-10-22 06:52:44+00:00,17,21,0.75,6.65
16216996583,Push-Ups Workout • Free Goal,2025-10-22 07:02:57+00:00,72,42,0.72,13.31
16227318802,Push-Ups Workout • Free Goal,2025-10-23 06:36:36+00:00,22,25,0.72,7.92
16227328152,Push-Ups Workout • Free Goal,2025-10-23 06:37:55+00:00,17,21,0.74,6.65
16232316143,Push-Ups Workout • Free Goal,2025-10-23 20:55:34+00:00,18,21,0.76,6.65
16232353561,Push-Ups Workout • Free Goal,2025-10-23 21:00:21+00:00,18,22,0.78,6.97
16232378964,Push-Ups Workout • Free Goal,2025-10-23 21:03:36+00:00,19,21,0.85,6.65
16232395718,Push-Ups Workout • Free Goal,2025-10-23 21:05:46+00:00,17,21,0.76,6.65
16232400042,Push-Ups Workout • Free Goal,2025-10-23 21:06:20+00:00,20,21,0.87,6.65
16232419423,Push-Ups Workout • Goal: 20-20-20,2025-10-23 21:07:39+00:00,85,60,0.86,19.01
16237029366,Push-Ups Workout • Goal: 20-20-20,2025-10-24 06:44:06+00:00,100,60,1.11,19.01
16237067321,Push-Ups Workout • Free Goal,2025-10-24 06:51:04+00:00,21,26,0.72,8.24
16237079256,Push-Ups Workout • Goal: 20-20-20,2025-10-24 06:51:44+00:00,88,60,0.9,19.01
16242368448,Push-Ups Workout • Free Goal,2025-10-24 21:54:21+00:00,21,21,0.82,6.65
16242376338,Push-Ups Workout • Free Goal,2025-10-24 21:54:58+00:00,18,21,0.75,6.65
16242380834,Push-Ups Workout • Free Goal,2025-10-24 21:55:52+00:00,17,21,0.74,6.65
16251865480,Push-Ups Workout • Goal: 20-20-20,2025-10-25 20:54:48+00:00,142,60,1.79,19.01
16251994794,Push-Ups Workout • Free Goal,2025-10-25 21:02:28+00:00,23,25,0.82,7.92
16252036384,Push-Ups Workout • Free Goal,2025-10-25 21:08:58+00:00,19,21,0.76,6.65
16252051551,Push-Ups Workout • Goal: 20-20-20,2025-10-25 21:12:47+00:00,59,40,1.01,12.68
16252135912,Push-Ups Workout • Goal: 20-20-20,2025-10-25 21:17:36+00:00,220,60,3.09,19.01
16263101257,Push-Ups Workout • Goal: 20-20-20,2025-10-26 21:36:11+00:00,283,60,4.12,19.01
16267169814,Push-Ups Workout • Goal: 20-20-20,2025-10-27 06:35:20+00:00,87,60,0.88,19.01
16267229978,Push-Ups Workout • Goal: 20-20-20,2025-10-27 06:49:21+00:00,86,60,0.86,19.01
16276636379,Push-Ups Workout • Goal: 20-20-20,2025-10-28 06:55:22+00:00,86,60,0.88,19.01
16282006492,Push-Ups Workout • Goal: 20-20-20,2025-10-28 21:10:15+00:00,203,60,2.78,19.01
16282014668,Push-Ups Workout • Free Goal,2025-10-28 21:14:55+00:00,38,50,0.71,15.84
16282196476,Push-Ups Workout • Free Goal,2025-10-28 21:38:02+00:00,23,31,0.65,9.82
16287119586,Push-Ups Workout • Goal: 20-20-20,2025-10-29 06:22:24+00:00,18,20,0.75,6.34
16287126428,Push-Ups Workout • Free Goal,2025-10-29 06:22:57+00:00,32,30,0.96,9.51
16287382220,Push-Ups Workout • Free Goal,2025-10-29 06:55:45+00:00,42,50,0.74,15.84
16292581311,Push-Ups Workout • Goal: 20-20-20,2025-10-29 21:02:23+00:00,391,60,5.9,19.01
16302567031,Push-Ups Workout • Free Goal,2025-10-30 21:07:23+00:00,46,50,0.82,15.84
16307451900,Push-Ups Workout • Goal: 25-25-25,2025-10-31 06:51:39+00:00,503,75,6.22,23.77
16312478975,Push-Ups Workout • Free Goal,2025-10-31 21:51:12+00:00,41,50,0.78,15.84
16332072351,Push-Ups Workout • Free Goal,2025-11-02 21:40:16+00:00,22,25,0.81,7.92
16332155272,Push-Ups Workout • Free Goal,2025-11-02 21:42:23+00:00,22,25,0.75,7.92
16332237529,Push-Ups Workout • Free Goal,2025-11-02 21:48:30+00:00,21,26,0.75,8.24
16332245593,Push-Ups Workout • Free Goal,2025-11-02 21:56:04+00:00,20,25,0.73,7.92
16332488059,Push-Ups Workout • Free Goal,2025-11-02 22:17:20+00:00,42,50,0.79,15.84
16332651461,Push-Ups Workout • Free Goal,2025-11-02 22:32:07+00:00,39,51,0.74,16.16
16337199181,Push-Ups Workout • Free Goal,2025-11-03 07:55:58+00:00,30,36,0.77,11.41
16337222957,Push-Ups Workout • Free Goal,2025-11-03 08:01:10+00:00,30,35,0.79,11.09
16346868024,Push-Ups Workout • Goal: 25-25-25,2025-11-04 07:48:15+00:00,95,75,0.8,23.77
16346943268,Push-Ups Workout • Goal: 25-25-25,2025-11-04 07:58:05+00:00,100,75,0.88,23.77
16363741398,Push-Ups Workout • Free Goal,2025-11-05 22:33:34+00:00,42,51,0.75,16.16
16363895671,Push-Ups Workout • Free Goal,2025-11-05 22:53:03+00:00,38,51,0.68,16.16
16363934764,Push-Ups Workout • Free Goal,2025-11-05 22:56:51+00:00,31,44,0.67,13.94
16368937322,Push-Ups Workout • Free Goal,2025-11-06 07:59:49+00:00,36,51,0.68,16.16
16391427068,Push-Ups Workout • Free Goal,2025-11-08 18:07:26+00:00,38,51,0.7,16.16
16392656259,Push-Ups Workout • Free Goal,2025-11-08 19:53:34+00:00,59,50,1.08,15.84
16393067216,Push-Ups Workout • Free Goal,2025-11-08 20:32:13+00:00,47,50,0.89,15.84
16394217037,Push-Ups Workout • Free Goal,2025-11-08 22:22:04+00:00,42,51,0.77,16.16
16419125346,Push-Ups Workout • Free Goal,2025-11-11 07:45:28+00:00,44,50,0.8,15.84
16419190709,Push-Ups Workout • Free Goal,2025-11-11 07:54:16+00:00,40,51,0.73,16.16
16430410201,Push-Ups Workout • Free Goal,2025-11-12 07:50:41+00:00,43,51,0.8,16.16
16451003447,Push-Ups Workout • Free Goal,2025-11-14 07:57:25+00:00,40,51,0.73,16.16
16456064110,Push-Ups Workout • Free Goal,2025-11-14 23:03:31+00:00,41,50,0.74,15.84
16456085822,Push-Ups Workout • Free Goal,2025-11-14 23:06:29+00:00,21,25,0.73,7.92
16465534177,Push-Ups Workout • Goal: 25-25-25,2025-11-15 22:13:59+00:00,186,75,2.02,23.77
16465612081,Push-Ups Workout • Goal: 25-25-25,2025-11-15 22:18:39+00:00,182,75,1.96,23.77
16465627920,Push-Ups Workout • Goal: 25-25-25,2025-11-15 22:25:50+00:00,65,50,0.9,15.84
16475648808,Push-Ups Workout • Goal: 25-25-25,2025-11-16 21:28:11+00:00,140,75,1.41,23.77
16475749063,Push-Ups Workout • Goal: 15-20-25,2025-11-16 21:37:59+00:00,110,60,1.26,19.01
16475977265,Push-Ups Workout • Goal: 15-15-15,2025-11-16 21:59:40+00:00,67,45,0.74,14.26
16476062720,Push-Ups Workout • Goal: 15-15-15,2025-11-16 22:07:18+00:00,75,45,0.91,14.26
16480582884,Push-Ups Workout • Goal: 15-15-15,2025-11-17 07:46:05+00:00,76,45,0.93,14.26
16489765484,Push-Ups Workout • Goal: 15-15-15,2025-11-18 07:45:16+00:00,63,45,0.84,14.26
16489786167,Push-Ups Workout • Goal: 15-15-15-15-15,2025-11-18 07:46:54+00:00,134,75,0.89,23.77
16489846142,Push-Ups Workout • Goal: 15-15-15-15-15,2025-11-18 07:54:57+00:00,158,75,1.2,23.77
16489889137,Push-Ups Workout • Free Goal,2025-11-18 08:03:19+00:00,22,31,0.68,9.82
16500107282,Push-Ups Workout • Goal: 20-20-20-20-20,2025-11-19 07:46:07+00:00,209,100,1.41,31.69
16500175130,Push-Ups Workout • Goal: 20-20-20-20-20,2025-11-19 07:53:49+00:00,282,100,2.14,31.69
16510002535,Push-Ups Workout • Goal: 20-20-20-20-20,2025-11-20 07:41:22+00:00,147,100,0.79,31.69
16510084065,Push-Ups Workout • Free Goal,2025-11-20 07:51:26+00:00,40,50,0.75,15.84
16510093251,Push-Ups Workout • Free Goal,2025-11-20 07:55:48+00:00,58,51,1.09,16.16
16519625152,Push-Ups Workout • Goal: 20-20-20-20-20,2025-11-21 07:24:21+00:00,165,100,0.97,31.69
16519678982,Push-Ups Workout • Goal: 20-20-20-20-20,2025-11-21 07:32:33+00:00,181,100,1.13,31.69
16533964217,Push-Ups Workout • Goal: 20-20-20-20-20,2025-11-22 22:12:47+00:00,327,100,2.5,31.69
16557323684,Push-Ups Workout • Goal: 20-20-20-20-20,2025-11-25 07:59:24+00:00,50,40,0.73,12.68
16614825642,Push-Ups Workout • Goal: 20-20-20-20-20,2025-12-01 07:51:34+00:00,91,60,0.89,19.01
16623574071,Push-Ups Workout • Goal: 20-20-20-20-20,2025-12-02 07:42:58+00:00,234,100,1.64,31.69
16629218437,Push-Ups Workout • Free Goal,2025-12-02 23:09:53+00:00,38,51,0.71,16.16
16643309479,Push-Ups Workout • Goal: 20-20-20-20-20,2025-12-04 07:09:02+00:00,136,80,1.0,25.35
16652656418,Push-Ups Workout • Free Goal,2025-12-05 07:46:57+00:00,34,44,0.74,13.94
16665593778,Push-Ups Workout • Free Goal,2025-12-06 20:23:51+00:00,35,44,0.73,13.94
16665602611,Push-Ups Workout • Free Goal,2025-12-06 21:00:56+00:00,37,56,0.61,17.75
16675946985,Push-Ups Workout • 53 Reps Goal,2025-12-07 21:52:04+00:00,31,32,0.91,10.14
16684838465,Push-Ups Workout • Free Goal,2025-12-08 22:34:53+00:00,238,51,4.57,16.16
16703939467,Push-Ups Workout • Free Goal,2025-12-10 22:21:13+00:00,15,21,0.63,6.65
16729167825,Push-Ups Workout • Free Goal,2025-12-13 18:41:45+00:00,35,41,0.77,12.99
16729725303,Push-Ups Workout • Free Goal,2025-12-13 19:32:23+00:00,54,68,0.69,21.55
16731385362,Push-Ups Workout • Free Goal,2025-12-13 22:24:36+00:00,34,46,0.65,14.58
16736537163,Push-Ups Workout • Free Goal,2025-12-14 12:01:40+00:00,33,41,0.71,12.99
16736538798,Push-Ups Workout • Free Goal,2025-12-14 12:07:10+00:00,25,26,0.88,8.24
16738865031,Push-Ups Workout • Free Goal,2025-12-14 19:02:31+00:00,93,65,1.32,20.6
16738912156,Push-Ups Workout • Free Goal,2025-12-14 19:05:16+00:00,120,51,2.23,16.16
16738929585,Push-Ups Workout • Free Goal,2025-12-14 19:08:06+00:00,21,20,0.87,6.34
16738958556,Push-Ups Workout • Free Goal,2025-12-14 19:09:22+00:00,68,30,2.1,9.51
16738977681,Push-Ups Workout • Free Goal,2025-12-14 19:11:23+00:00,23,20,0.89,6.34
16738991479,Push-Ups Workout • Free Goal,2025-12-14 19:12:25+00:00,15,15,0.76,4.75
16739013021,Push-Ups Workout • Free Goal,2025-12-14 19:13:50+00:00,21,18,0.91,5.7
16739033373,Push-Ups Workout • Free Goal,2025-12-14 19:15:28+00:00,14,15,0.75,4.75
16753408042,Push-Ups Workout • Free Goal,2025-12-16 07:50:46+00:00,52,58,0.83,18.38
16758091192,Push-Ups Workout • Free Goal,2025-12-16 21:37:59+00:00,1042,99,10.37,31.37
16758214343,Push-Ups Workout • Free Goal,2025-12-16 21:55:38+00:00,938,69,0.77,21.87
16762958259,Push-Ups Workout • Free Goal,2025-12-17 07:51:53+00:00,186,80,0.83,25.35
16763005726,Push-Ups Workout • Free Goal,2025-12-17 07:58:53+00:00,175,67,0.81,21.23
16765847322,Push-Ups Workout • Free Goal,2025-12-17 18:32:35+00:00,34,41,0.73,12.99
16765851490,Push-Ups Workout • Free Goal,2025-12-17 18:33:29+00:00,13,13,0.79,4.12
16772212119,Push-Ups Workout • Free Goal,2025-12-18 07:52:52+00:00,311,85,0.84,26.94
16772251354,Push-Ups Workout • Free Goal,2025-12-18 08:03:21+00:00,41,54,0.73,17.11
16772255191,Push-Ups Workout • Free Goal,2025-12-18 08:04:25+00:00,16,21,0.71,6.65
16776820443,Push-Ups Workout • Free Goal,2025-12-18 22:33:53+00:00,30,41,0.62,12.99
16780692916,Push-Ups Workout • Free Goal,2025-12-19 07:29:34+00:00,228,90,0.79,28.52
16780784480,Push-Ups Workout • Free Goal,2025-12-19 07:46:50+00:00,23,31,0.65,9.82
16780789139,Push-Ups Workout • Free Goal,2025-12-19 07:48:28+00:00,30,41,0.69,12.99
16780805288,Push-Ups Workout • Free Goal,2025-12-19 07:51:12+00:00,29,40,0.7,12.68
16789148792,Push-Ups Workout • Free Goal,2025-12-20 09:09:45+00:00,157,95,0.88,30.1
16794023265,Push-Ups Workout • Free Goal,2025-12-20 22:49:00+00:00,30,36,0.76,11.41
16794038961,Push-Ups Workout • Free Goal,2025-12-20 22:50:14+00:00,30,35,0.77,11.09
16794070049,Push-Ups Workout • Free Goal,2025-12-20 22:52:58+00:00,27,35,0.69,11.09
16798759746,Push-Ups Workout • Free Goal,2025-12-21 12:18:22+00:00,24,31,0.7,9.82
16799992900,Push-Ups Workout • Free Goal,2025-12-21 17:38:54+00:00,35,42,0.72,13.31
16800247598,Push-Ups Workout • Free Goal,2025-12-21 17:48:30+00:00,33,41,0.68,12.99
16800256809,Push-Ups Workout • Free Goal,2025-12-21 18:11:31+00:00,32,41,0.72,12.99
16800266417,Push-Ups Workout • Free Goal,2025-12-21 18:12:27+00:00,26,26,0.78,8.24
16800315134,Push-Ups Workout • Free Goal,2025-12-21 18:16:31+00:00,30,41,0.67,12.99
16807013198,Push-Ups Workout • Free Goal,2025-12-22 07:50:52+00:00,42,56,0.69,17.75
16807029249,Push-Ups Workout • Free Goal,2025-12-22 07:52:50+00:00,96,56,0.85,17.75
16807036217,Push-Ups Workout • Free Goal,2025-12-22 07:56:35+00:00,36,40,0.83,12.68
16807039422,Push-Ups Workout • Free Goal,2025-12-22 07:58:19+00:00,30,30,0.89,9.51
16807045202,Push-Ups Workout • Free Goal,2025-12-22 07:59:42+00:00,22,25,0.77,7.92
16815549957,Push-Ups Workout • Free Goal,2025-12-23 07:46:01+00:00,120,90,0.76,28.52
16815578121,Push-Ups Workout • Free Goal,2025-12-23 07:49:01+00:00,199,96,0.79,30.42
16815667710,Push-Ups Workout • Free Goal,2025-12-23 08:05:39+00:00,17,25,0.58,7.92
16824656100,Push-Ups Workout • Free Goal,2025-12-24 07:40:53+00:00,78,80,0.93,25.35
16824701884,Push-Ups Workout • Free Goal,2025-12-24 07:49:07+00:00,36,51,0.67,16.16
16824716835,Push-Ups Workout • Free Goal,2025-12-24 07:51:16+00:00,55,50,1.06,15.84
16824724207,Push-Ups Workout • Free Goal,2025-12-24 07:53:01+00:00,23,31,0.67,9.82
16833267608,Push-Ups Workout • Free Goal,2025-12-25 07:32:44+00:00,77,65,1.13,20.6
16833275322,Push-Ups Workout • Free Goal,2025-12-25 07:35:12+00:00,32,35,0.84,11.09
16833307653,Push-Ups Workout • Free Goal,2025-12-25 07:42:07+00:00,56,55,0.96,17.43
16833355328,Push-Ups Workout • Free Goal,2025-12-25 07:52:04+00:00,43,50,0.81,15.84
16840382933,Push-Ups Workout • Free Goal,2025-12-26 07:49:51+00:00,42,50,0.79,15.84
16840410763,Push-Ups Workout • Free Goal,2025-12-26 07:55:53+00:00,34,50,0.65,15.84
16845396904,Push-Ups Workout • Free Goal,2025-12-26 22:39:12+00:00,44,60,0.65,19.01
16845516120,Push-Ups Workout • Free Goal,2025-12-26 22:51:06+00:00,34,51,0.61,16.16
16864831399,Push-Ups Workout • Free Goal,2025-12-28 22:06:30+00:00,28,40,0.62,12.68
16864843139,Push-Ups Workout • Free Goal,2025-12-28 22:07:31+00:00,29,40,0.66,12.68
16865040080,Push-Ups Workout • Free Goal,2025-12-28 22:24:26+00:00,43,61,0.63,19.33
16865071538,Push-Ups Workout • Free Goal,2025-12-28 22:27:01+00:00,31,40,0.7,12.68
16865125359,Push-Ups Workout • Free Goal,2025-12-28 22:28:19+00:00,20,25,0.69,7.92
16869350847,Push-Ups Workout • Free Goal,2025-12-29 07:24:59+00:00,39,50,0.71,15.84
16869364242,Push-Ups Workout • Free Goal,2025-12-29 07:27:11+00:00,38,50,0.62,15.84
16869375609,Push-Ups Workout • Free Goal,2025-12-29 07:29:13+00:00,45,50,0.85,15.84
16869573403,Push-Ups Workout • Free Goal,2025-12-29 07:58:34+00:00,35,51,0.64,16.16
16878759841,Push-Ups Workout • Free Goal,2025-12-30 07:24:33+00:00,39,50,0.69,15.84
16878795795,Push-Ups Workout • Free Goal,2025-12-30 07:29:20+00:00,44,50,0.84,15.84
16878886715,Push-Ups Workout • Free Goal,2025-12-30 07:41:39+00:00,33,51,0.63,16.16
16879035847,Push-Ups Workout • Free Goal,2025-12-30 08:03:01+00:00,36,51,0.64,16.16
16888840033,Push-Ups Workout • Free Goal,2025-12-31 07:26:03+00:00,36,50,0.65,15.84
16889028368,Push-Ups Workout • Free Goal,2025-12-31 07:52:37+00:00,34,50,0.64,15.84
16889072811,Push-Ups Workout • Free Goal,2025-12-31 07:58:59+00:00,36,50,0.65,15.84
16889086755,Push-Ups Workout • Free Goal,2025-12-31 08:00:54+00:00,41,50,0.71,15.84
16902550979,Push-Ups Workout • Free Goal,2026-01-01 21:00:40+00:00,40,61,0.57,19.26
16903239901,Push-Ups Workout • Free Goal,2026-01-01 22:15:50+00:00,42,62,0.58,19.57
16903353950,Push-Ups Workout • Free Goal,2026-01-01 22:28:34+00:00,42,61,0.63,19.26
16903365781,Push-Ups Workout • Free Goal,2026-01-01 22:29:57+00:00,20,30,0.57,9.47
16908763115,Push-Ups Workout • Free Goal,2026-01-02 11:44:46+00:00,71,80,0.81,25.26
16912432452,Push-Ups Workout • Free Goal,2026-01-02 21:40:45+00:00,32,41,0.15,12.94
16912442313,Push-Ups Workout • Free Goal,2026-01-02 21:41:49+00:00,28,41,0.6,12.94
16912555114,Push-Ups Workout • Free Goal,2026-01-02 21:52:58+00:00,32,50,0.57,15.79
16924183775,Push-Ups Workout • Free Goal,2026-01-03 22:24:29+00:00,1204,99,0.62,31.26
16924326410,Push-Ups Workout • Free Goal,2026-01-03 22:54:46+00:00,63,90,0.66,28.41
16924451118,Push-Ups Workout • Free Goal,2026-01-03 23:03:29+00:00,9,12,0.61,3.79
16928925285,Push-Ups Workout • Free Goal,2026-01-04 07:49:11+00:00,44,60,0.65,18.94
16935317175,Push-Ups Workout • Free Goal,2026-01-04 22:31:49+00:00,41,61,0.59,19.26
16935494625,Push-Ups Workout • Free Goal,2026-01-04 22:45:22+00:00,69,80,0.78,25.26
16940289303,Push-Ups Workout • Free Goal,2026-01-05 07:42:51+00:00,24,31,0.65,9.79
16940293142,Push-Ups Workout • Free Goal,2026-01-05 07:43:31+00:00,23,30,0.68,9.47
16940302666,Push-Ups Workout • Free Goal,2026-01-05 07:45:17+00:00,22,30,0.67,9.47
16940339258,Push-Ups Workout • Free Goal,2026-01-05 07:51:33+00:00,22,31,0.64,9.79
16940370400,Push-Ups Workout • Free Goal,2026-01-05 07:57:39+00:00,21,30,0.61,9.47
16940374117,Push-Ups Workout • Free Goal,2026-01-05 07:58:21+00:00,21,30,0.64,9.47
16940382363,Push-Ups Workout • Free Goal,2026-01-05 07:59:48+00:00,21,30,0.66,9.47
16950707766,Push-Ups Workout • Free Goal,2026-01-06 07:44:40+00:00,96,105,0.82,33.15
16950813034,Push-Ups Workout • Free Goal,2026-01-06 07:57:04+00:00,38,55,0.61,17.36
16950839204,Push-Ups Workout • Free Goal,2026-01-06 08:00:08+00:00,27,40,0.61,12.63
